show_no,focus_day,ring_no,ring_name,ring_day_no,class_no,event_name,entry_order,entry_no,horse,rider,trainer,order_status
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,4,1334,Classical Touch,Juan M. Bolanos,Juan M. Bolanos,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,5,3046,Dolittle 32,Bruno Diniz Das Neves,Bruno Diniz Das Neves,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,6,1462,Pavarotti Van De Schutskooi,Cormac Hanley,Thea N. Stinnett,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,7,2463,Eq Scorpio,Diego Farje,Sharn L. Wordley,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,8,1831,Umtiti Van De Barlebuis,Lia Screnci,Lia Screnci,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,9,2635,Tugano Van Klapscheut,Addison Reed,Raishun Burch,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,10,2713,Superman Eh,Juan E. Hidalgo,Juan E. Hidalgo,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,11,1787,Tarantino De Rie,Robert Mendoza,Hanna Pieri,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,12,1449,Curacao D'elsendam Z,Taylor St Jacques,Taylor St Jacques,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,13,2204,5o1 Stakkatol's Dream,Jacob Fletcher,Jacob Fletcher,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,14,1923,Olaf,Selcuk Koksalan,Selcuk Koksalan,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,15,1327,Online,Clark Montgomery,Clark Montgomery,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,16,1993,Copperfield Ghv Z,Molly Frei,Sven Frei,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,17,2133,O'Malley Rfb,Addison Reed,Addison Reed,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,18,2320,Mtm Good Question,Tracy Fenney,Michael J. Mccormick,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,19,1296,Calou Us,Tanner Korotkin,Alan Korotkin,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,20,2197,King William,Sharn L. Wordley,Sharn L. Wordley,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,21,2568,Nasia’s Girl Keros,Hanna R. Egan,Hanna R. Egan,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,22,2881,Don Cor Z,Ryan Michael Genn,Ryan Michael Genn,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,23,1342,Only Love B,Juan M. Bolanos,Juan M. Bolanos,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,24,1860,Crusader,Marcus Gruenthal,Marcus Gruenthal,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,25,1782,Cash For Roses,Bruno Diniz Das Neves,Bruno Diniz Das Neves,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,26,2796,Santa Rosa Fiona,Priscilla Broger,Priscilla Broger,Class Ordered By: Custom
14906,2026-06-10,670,WEC GRAND ARENA,3860,29172,692) $250 1.30m Young Jumper II.1,27,2134,O-Toulon K,Addison Reed,Addison Reed,Class Ordered By: Custom
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,1,1025,Dodicci,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,2,1035,Ideal,Grace Lyons,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,3,1042,Maiki,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,4,1045,Qastaar Van't Heike,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,5,1064,Locinthe Vdl,Clara Vidal,Daniela Roy,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,6,1067,Noah,Clara Vidal,Daniela Roy,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,7,1085,Conthargos Gold,Rebecca Conway,Conan Conway,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,8,1108,Cali Blue Ps,Jessica Cross,Jessica Cross,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,9,1109,Odilon,Soleil Katsur,Jessica Cross,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,10,1224,Lord Cornet,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,11,1241,Balou Blue Z,Brittni A. Raflowitz,Brittni A. Raflowitz,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,12,1258,Balou's Captain,Kinser Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,13,1265,Elusive,Kinser Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,14,1346,Britney Ps,Cullen Drescher,Derek Reed,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,15,1425,Categorico Ec Z,Devin A. Seek,Stefano Baruzzo,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,16,1519,Mtm Clarcona,Anna Mead,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,17,1563,Herlich,Bowers A. Cone,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,18,1595,Levano,Sarah E. Turner,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,19,1679,Tarzan Z,Ana Cristina Rodriguez,Juan A. Rodriguez Silva,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,20,1682,Allegra Van Het Eikenhof Z,Aria Collins,Jessica Collins,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,21,1744,Diatoon Blue Ps,Madison Rose,Madison Rose,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,22,1767,Gotham De Chalusse,Robert Mendoza,Robert Mendoza,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,23,1877,Daham,Jelmer Hoekstra,Tara G. Bostwick,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,24,1878,Futur Du Pomiez,Jelmer Hoekstra,Tara G. Bostwick,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,25,2003,Ancelotti,Ashley Romano,Ashley Romano,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,26,2037,Fernhill Touch Of Grandeur,Kendall Stephens,Maya Denis,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,27,2078,Lissino,Khloe Kerins,Darragh Kerins,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,28,2108,Spice Of Life,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,29,2172,Castell 21,Amanda Gardiner,Megan Gardiner,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,30,2173,Danilo Khr,Megan Gardiner,Megan Gardiner,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,31,2291,Fleurescent,Declan Egan,Declan Egan,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,32,2351,Otto Pilot,Jeannie M. Savegnago,Lauren Schweppe,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,33,2365,Qiana,Marcus Gruenthal,Marcus Gruenthal,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,34,2573,Ballyforan,Patrick R. Wilcher,Patrick R. Wilcher,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,35,2702,For Jens Z,Hayley G. Waters Wear,Dana G. Waters,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,36,2709,Cfh Ricardo Two You,Juan E. Hidalgo,Juan E. Hidalgo,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,37,2733,Balisto,Maya Denis,Joachim Englert,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,38,2821,Arianna Rv,John M. Struzzieri,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,39,2822,Chabluevara Ps,Ryan Michael Genn,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,40,2823,Conlando 55,John M. Struzzieri,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,41,2824,Dame Bruchetta Z,Kitt Ritter,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,42,2832,Lindy Hop,Clark Montgomery,Clark Montgomery,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,43,2933,Iron Rock,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,44,2935,Paseana,Jelmer Hoekstra,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,45,2965,Kurano Sp Z,Brooklyn Castellano,Brooklyn Castellano,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29164,633) 1.15m Jumper II.1,46,3001,Kilenka Gl,Alyssa Amberge,Alyssa Amberge,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,1,1025,Dodicci,Carsyn Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,2,1035,Ideal,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,3,1039,King Z,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,4,1076,Curioso Van Maarle Z,Hector Florentino,Benjamin J. Meredith,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,5,1105,Legacy Rs,Lauren E. Hough,Benjamin J. Meredith,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,6,1261,Com'on Kylie M,Sophia Ayers,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,7,1288,Cash The First Des Rosiers Z,Angela Swanson,Angela Swanson,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,8,1289,Engas Aurantiaco,Angela Swanson,Angela Swanson,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,9,1336,Dorothea Mystic Rose,Juan M. Bolanos,Juan M. Bolanos,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,10,1340,Light Blue Mystic Rose,Juan M. Bolanos,Juan M. Bolanos,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,11,1347,Oscars Afterparty,Cullen Drescher,Derek Reed,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,12,1440,Maeberry,Matthew Le Master,Matthew Le Master,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,13,1566,Itos S,Antonio J. Martinez,Antonio J. Martinez,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,14,1568,Picobella De Pot,Antonio J. Martinez,Antonio J. Martinez,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,15,1647,Dionte Van’t Merelsnest Z,Juan A. Rodriguez Silva,Juan A. Rodriguez Silva,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,16,1660,Luau Cove Csf,Kyle Dewar,Kyle Dewar,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,17,1666,F.ellouette,Sebastian Presa Tejada,Juan A. Rodriguez Silva,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,18,1692,Cruise Mor,Lindsay Haselden,Lindsay Haselden,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,19,1694,Hector Du Gue,Ryan Haselden,Declan Egan,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,20,1766,Diatendra,Robert Mendoza,Robert Mendoza,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,21,1853,Indiana De Riverland,Declan Egan,Declan Egan,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,22,1880,Poliana Van Op De Berg,Alberto Sarmiento,Juan M. Bolanos,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,23,1902,Born To Be Wild,Jamie Alnwick,Scott Keach,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,24,1910,Mtm Cascadela,Evana Somareddy,Heather Dayner,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,25,1913,Boleybawn Rolo,Bryce P. Richardson,Bryce P. Richardson,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,26,1961,Fernhill Athletico Z,Lauren E. Hough,Lauren E. Hough,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,27,2023,Joaquin Daloubet,Cristobal Castro,Cristobal Castro,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,28,2029,Cobalto,Anne L. Bingler,Anne L. Bingler,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,29,2078,Lissino,Khloe Kerins,Darragh Kerins,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,30,2093,Dragonfly,Nora Nauss,Andrew C. Welles,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,31,2152,Bluebelle,Andrea Correa,Andres A. Correa,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,32,2155,La Luciole,Jacqueline Steffens Daly,Jacqueline Steffens Daly,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,33,2158,Calibur W,H Dougl Schreiber,H Dougl Schreiber,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,34,2196,Kan So,Diego Farje,Sharn L. Wordley,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,35,2294,Onetta Vd Fruitkorf Z,Declan Egan,Declan Egan,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,36,2313,Mtm Bubba,Ellham Memari,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,37,2354,Kleopatra Hero Z,Luke Sassi,Luke Sassi,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,38,2372,F Miss Gouvernante Vdl Z,Anthony Sauriol,Anthony Sauriol,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,39,2402,Diabalou Ps,Lukene Arenas,Lukene Arenas,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,40,2572,Geisha D’agenais,Cyril Chatel,Laura Gaither,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,41,2630,Vamos,Ashlynn Meuchel,Ashlynn Meuchel,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,42,2631,Zhardas Kil,Ashlynn Meuchel,Ashlynn Meuchel,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,43,2710,Elwen M' Aurea,Juan E. Hidalgo,Juan E. Hidalgo,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,44,2711,Emyr De Launay,Mauricio Gruener,Juan E. Hidalgo,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,45,2712,Il Vole Du Park,Juan E. Hidalgo,Juan E. Hidalgo,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,46,2717,Catoki's Fly Girl,Campbell Lear,Pamela Gomez,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,47,2718,Lucas 274,Valeska Furlong,Pamela Gomez,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,48,2722,de Lisle Apollo,Mia Smith,David Cameron,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,49,2792,Helia Des Bergeries,Camille Maynard,Matt Martin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,50,2822,Chabluevara Ps,Ryan Michael Genn,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,51,2823,Conlando 55,John M. Struzzieri,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,52,2846,KS Barbie,Maleah Lang Mcmahon,Maleah Lang Mcmahon,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,53,2873,Comme II Reality,Elizabeth Solomon,Elizabeth Solomon,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,54,2885,Official First Hj Z,Ryan Michael Genn,Ryan Michael Genn,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,55,2929,Kaytaro,Declan Egan,Declan Egan,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,56,2982,Cylano,Savannah Groselle,Savannah Groselle,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,57,2993,Delando De St Leger,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,58,2997,Qatar,Hector Florentino,Hector Florentino,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29128,636) $500 1.20m Jumper II.1,59,3016,Dorado Sdn,Cooper Beisel,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,1,1035,Ideal,Grace Lyons,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,2,1075,Chris B,Hector Florentino,Benjamin J. Meredith,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,3,1275,Norton Vdl,Abby Grabowski,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,4,1455,Phoenix Air,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,5,1569,Rondalla Ls,Antonio J. Martinez,Antonio J. Martinez,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,6,1593,Vdl Nevena,Belen Guarderas,Juan M. Bolanos,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,7,1661,Major,Kyle Dewar,Kyle Dewar,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,8,1709,Headleys Kinetic,Anne L. Bingler,Anne L. Bingler,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,9,1768,Mistigrise Du Seigneur,Robert Mendoza,Robert Mendoza,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,10,1843,Accelerator,Fabian Herrera,Fabian Herrera,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,11,1880,Poliana Van Op De Berg,Alberto Sarmiento,Juan M. Bolanos,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,12,1910,Mtm Cascadela,Evana Somareddy,Heather Dayner,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,13,2090,Boozeman Na,Andrew C. Welles,Andrew C. Welles,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,14,2091,Cismet 4,Andrew C. Welles,Andrew C. Welles,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,15,2096,Unstoppable,Nora Nauss,Andrew C. Welles,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,16,2181,Chaning Tatum,Robert Mendoza,Samantha Mccleerey,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,17,2569,Night Light,Hanna R. Egan,Hanna R. Egan,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,18,2618,Quina Blue Ps,Timothy Maddrix,Timothy Maddrix,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,19,2719,Nobeltje,Amanda Gomez,Pamela Gomez,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,20,2731,Picar,Mario Garcia,Mario Garcia,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,21,2876,Ewsz Omega,Gonzalo Guevara,Gonzalo Guevara,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,22,2932,Dakota Z,Jelmer Hoekstra,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,23,2956,Cornetta Lazar,Kirk Webby,Kirk Webby,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,24,3011,Guibet P,Amanda Gomez,Pamela Gomez,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,25,3035,Cooley Elusive,Tom Monaghan,Tom Monaghan,NOT A POSTED ORDER
14906,2026-06-10,684,INDOOR 6,4174,29131,642) $1000 1.30m Jumper II.1,26,3037,Malmo 54,Tom Monaghan,Tom Monaghan,NOT A POSTED ORDER
