show_no,focus_day,ring_no,ring_name,ring_day_no,class_no,event_name,entry_order,entry_no,horse,rider,trainer,order_status
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,1,1106,Naomi Hpf,Hector Florentino,Benjamin J. Meredith,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,2,1247,Captain Marvel CF,Erica Robson,Erica Robson,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,3,1435,Hellcat,Megan O'Brien,Megan O'Brien,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,4,1480,Ameko Chaccord,Taylor Manning,Taylor Manning,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,5,1726,As You Are,Miro Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,6,2340,Penelope De La Fresnière,Luke Sassi,Luke Sassi,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,7,2431,Virgules Balou Van 'T Neerhof,Alexandra Goetze Bell,Alexandra Goetze Bell,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,8,2930,Miracle Van De Beiaard Z,Declan Egan,Declan Egan,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,9,2949,Nadia I,Andras Szieberth,Andras Szieberth,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,10,2954,Dropshot Z,Paige Jones,Dominique H. Damico,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,11,2968,Anthem L.a. Z,Luciano Dome,Luciano Dome,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,12,3015,6-7,Kinser Vale,Ben Taylor,NOT A POSTED ORDER
14906,2026-06-10,683,INDOOR 5,4182,29433,680) .90m Young Jumpers II,13,3045,Hpf Melania,Francisco Vaca,Shannon Y. Clifford,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29296,27) $200 Green Hunter 3'6,1,3018,Corzico Melloni Z,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29332,38) $400 Performance Hunter 3'6,1,1082,Skat 15,Laura Linback,Troy Linback,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29332,38) $400 Performance Hunter 3'6,2,1790,Cataumet,Lauren Schweppe,Lauren Schweppe,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29332,38) $400 Performance Hunter 3'6,3,1854,Keira Usa,Madison Wayda Smith,Kyle Dewar,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29332,38) $400 Performance Hunter 3'6,4,2736,Olimpink Melloni,Timothy Maddrix,Timothy Maddrix,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29332,38) $400 Performance Hunter 3'6,5,3005,Kilmastulla Quality Touch,Seanna Reser,Stacey L. Reser,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29382,39) $400 Performance Hunter 3'6,1,1082,Skat 15,Laura Linback,Troy Linback,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29382,39) $400 Performance Hunter 3'6,2,1790,Cataumet,Lauren Schweppe,Lauren Schweppe,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29382,39) $400 Performance Hunter 3'6,3,1854,Keira Usa,Madison Wayda Smith,Kyle Dewar,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29382,39) $400 Performance Hunter 3'6,4,2736,Olimpink Melloni,Timothy Maddrix,Timothy Maddrix,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29382,39) $400 Performance Hunter 3'6,5,3005,Kilmastulla Quality Touch,Seanna Reser,Stacey L. Reser,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,1,1031,Hurricane,Carsyn Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,2,1095,Cabana Boy,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,3,1098,Royal Mark,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,4,1183,Mastermind,Naomi Selleck,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,5,1555,Katch Can-Do,Olivia Israel,Jenny Miller,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,6,1564,Mtm Silhouette,Bowers A. Cone,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,7,1749,Coffee,Kirsten L. Malacarne,George J. Bessette,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,8,1846,Carlos He’las,Evana Somareddy,Heather Dayner,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,9,1876,Churchill Blue,Dorothy Douglas,Tara G. Bostwick,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,10,1976,Debonair,Jennifer Tate,Jennifer Tate,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,11,2361,Casuall,John Michael Durr,John Michael Durr,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,12,2383,A La Quattro S,Vivian Heyer,August Torsilieri,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,13,2542,Sunkist,Timothy Maddrix,Terry L. Brown,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,14,2720,Espresso,Molly Frei,Sven Frei,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29071,245) USHJA Hunter 3'3,15,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,1,1031,Hurricane,Carsyn Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,2,1095,Cabana Boy,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,3,1098,Royal Mark,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,4,1183,Mastermind,Naomi Selleck,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,5,1555,Katch Can-Do,Olivia Israel,Jenny Miller,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,6,1564,Mtm Silhouette,Bowers A. Cone,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,7,1576,Cadenza,Kelsey Duffy,Kelsey Duffy,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,8,1749,Coffee,Kirsten L. Malacarne,George J. Bessette,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,9,1846,Carlos He’las,Evana Somareddy,Heather Dayner,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,10,1876,Churchill Blue,Reagan Williams,Tara G. Bostwick,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,11,1976,Debonair,Jennifer Tate,Jennifer Tate,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,12,2383,A La Quattro S,Vivian Heyer,August Torsilieri,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,13,2542,Sunkist,Timothy Maddrix,Terry L. Brown,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,14,2720,Espresso,Molly Frei,Sven Frei,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,15,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29072,246) USHJA Hunter 3'3,16,2361,Casuall,John Michael Durr,John Michael Durr,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29297,28) $350 Green Hunter 3'3,1,1576,Cadenza,Kelsey Duffy,Kelsey Duffy,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29297,28) $350 Green Hunter 3'3,2,1760,Pistachio,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29297,28) $350 Green Hunter 3'3,3,2182,Outlaw,Isabella Agliano,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29297,28) $350 Green Hunter 3'3,4,2329,Mtm Rico Suave,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29297,28) $350 Green Hunter 3'3,5,2720,Espresso,Molly Frei,Sven Frei,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29297,28) $350 Green Hunter 3'3,6,2867,Chef Special,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29297,28) $350 Green Hunter 3'3,7,2927,Dexter,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29297,28) $350 Green Hunter 3'3,8,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29298,29) $350 Green Hunter 3'3,1,1576,Cadenza,Kelsey Duffy,Kelsey Duffy,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29298,29) $350 Green Hunter 3'3,2,1760,Pistachio,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29298,29) $350 Green Hunter 3'3,3,2182,Outlaw,Isabella Agliano,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29298,29) $350 Green Hunter 3'3,4,2720,Espresso,Molly Frei,Sven Frei,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29298,29) $350 Green Hunter 3'3,5,2329,Mtm Rico Suave,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29298,29) $350 Green Hunter 3'3,6,2867,Chef Special,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29298,29) $350 Green Hunter 3'3,7,2927,Dexter,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29298,29) $350 Green Hunter 3'3,8,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29301,32) $150 Green Hunter 3'3,1,1576,Cadenza,Kelsey Duffy,Kelsey Duffy,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29301,32) $150 Green Hunter 3'3,2,1760,Pistachio,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29301,32) $150 Green Hunter 3'3,3,2182,Outlaw,Isabella Agliano,Robert P. Stucky,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29301,32) $150 Green Hunter 3'3,4,2329,Mtm Rico Suave,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29301,32) $150 Green Hunter 3'3,5,2720,Espresso,Molly Frei,Sven Frei,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29301,32) $150 Green Hunter 3'3,6,2867,Chef Special,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29301,32) $150 Green Hunter 3'3,7,2927,Dexter,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29301,32) $150 Green Hunter 3'3,8,3022,Netezwiggy Vd Watermolen,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,1,1098,Royal Mark,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,2,1428,Insightful,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,3,1521,Ziggy Stardust,Stephen Dicarlo,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,4,1555,Katch Can-Do,Olivia Israel,Jenny Miller,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,5,1749,Coffee,Kirsten L. Malacarne,George J. Bessette,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,6,1926,Costello,Allison Beck,Derek Van Der Burgh,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,7,1976,Debonair,Jennifer Tate,Jennifer Tate,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,8,2368,Cheque,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,9,2634,Mtm Nutmeg,Rachel Zaluski,Natalie Geller,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,10,2664,Callisto,Angela Gais,Angela Gais,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,11,2986,Maui,Eva Bernstein,Matt Martin,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29327,43) $350 Performance Hunter 3'3,12,3030,Missy Vd Vosberg,Stacey L. Reser,Stacey L. Reser,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,1,1098,Royal Mark,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,2,1428,Insightful,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,3,1521,Ziggy Stardust,Stephen Dicarlo,Stephen Dicarlo,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,4,1555,Katch Can-Do,Olivia Israel,Jenny Miller,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,5,1749,Coffee,Kirsten L. Malacarne,George J. Bessette,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,6,1976,Debonair,Jennifer Tate,Jennifer Tate,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,7,2368,Cheque,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,8,2634,Mtm Nutmeg,Rachel Zaluski,Natalie Geller,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,9,2664,Callisto,Angela Gais,Angela Gais,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,10,2986,Maui,Eva Bernstein,Matt Martin,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29328,44) $350 Performance Hunter 3'3,11,3030,Missy Vd Vosberg,Stacey L. Reser,Stacey L. Reser,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29331,47) $150 Performance Hunter 3'3,1,1098,Royal Mark,Isaac Leffkowitz,Isaac Leffkowitz,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29331,47) $150 Performance Hunter 3'3,2,2368,Cheque,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29331,47) $150 Performance Hunter 3'3,3,2664,Callisto,Angela Gais,Angela Gais,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29331,47) $150 Performance Hunter 3'3,4,2986,Maui,Eva Bernstein,Matt Martin,NOT A POSTED ORDER
14906,2026-06-10,675,INDOOR 1,3889,29331,47) $150 Performance Hunter 3'3,5,3030,Missy Vd Vosberg,Stacey L. Reser,Stacey L. Reser,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',1,1041,Luminosity Class,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',2,1249,Colombiana,Erica Robson,Erica Robson,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',3,1522,Calid 3,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',4,1728,Simpatico,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',5,2049,Top Secret Hk,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',6,2603,Dominus Z,Charlotte H. Wiese,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',7,2604,Hand Painted,Jasmine Walsh,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',8,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',9,2794,Joylon Gb,Eva Bernstein,Matt Martin,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29066,275) USHJA Hunter 3',10,3043,Playground,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',1,1041,Luminosity Class,Tanner Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',2,1249,Colombiana,Erica Robson,Erica Robson,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',3,1522,Calid 3,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',4,1728,Simpatico,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',5,2049,Top Secret Hk,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',6,2603,Dominus Z,Charlotte H. Wiese,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',7,2604,Hand Painted,Jasmine Walsh,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',8,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',9,2794,Joylon Gb,Eva Bernstein,Matt Martin,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29067,276) USHJA Hunter 3',10,3043,Playground,Dorothy Douglas,Jelmer Hoekstra,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29302,33) $350 Green Hunter 3'0,1,1217,Dream Boat,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29302,33) $350 Green Hunter 3'0,2,1522,Calid 3,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29302,33) $350 Green Hunter 3'0,3,1665,Salt Spring,Kyle Dewar,Kyle Dewar,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29302,33) $350 Green Hunter 3'0,4,1728,Simpatico,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29302,33) $350 Green Hunter 3'0,5,1823,Aperture Vf,Lia Screnci,Lia Screnci,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29302,33) $350 Green Hunter 3'0,6,2393,United's Choice,Dana Ventrice,Dana Ventrice,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29302,33) $350 Green Hunter 3'0,7,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29302,33) $350 Green Hunter 3'0,8,2868,Mtm Drop The Mic,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29303,34) $350 Green Hunter 3'0,1,1217,Dream Boat,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29303,34) $350 Green Hunter 3'0,2,1522,Calid 3,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29303,34) $350 Green Hunter 3'0,3,1665,Salt Spring,Kyle Dewar,Kyle Dewar,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29303,34) $350 Green Hunter 3'0,4,1728,Simpatico,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29303,34) $350 Green Hunter 3'0,5,1823,Aperture Vf,Lia Screnci,Lia Screnci,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29303,34) $350 Green Hunter 3'0,6,2393,United's Choice,Dana Ventrice,Dana Ventrice,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29303,34) $350 Green Hunter 3'0,7,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29303,34) $350 Green Hunter 3'0,8,2868,Mtm Drop The Mic,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29306,37) $150 Green Hunter 3'0,1,1217,Dream Boat,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29306,37) $150 Green Hunter 3'0,2,1522,Calid 3,Jake Evans,Jake Evans,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29306,37) $150 Green Hunter 3'0,3,1665,Salt Spring,Kyle Dewar,Kyle Dewar,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29306,37) $150 Green Hunter 3'0,4,1728,Simpatico,Stephanie Frey,Stephanie Frey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29306,37) $150 Green Hunter 3'0,5,1823,Aperture Vf,Lia Screnci,Lia Screnci,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29306,37) $150 Green Hunter 3'0,6,2393,United's Choice,Dana Ventrice,Dana Ventrice,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29306,37) $150 Green Hunter 3'0,7,2608,Vincent Van Gough,Jasmine Walsh,Jasmine Walsh,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29306,37) $150 Green Hunter 3'0,8,2868,Mtm Drop The Mic,Tracy Fenney,Michael J. Mccormick,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,1,1049,Vote For Pedro,Carsyn Korotkin,Alan Korotkin,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,2,1222,Ladies Night,Megan Wexler,Megan Wexler,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,3,1453,Childhood Dream,Lanie Nash,Dawn Hersey,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,4,1748,Center Stage,Kirsten L. Malacarne,George J. Bessette,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,5,1774,Endeavor In His Name,Alyson Jones,Kim Taylor,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,6,1848,Mystery Man,Schuyler Dayner,Heather Dayner,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,7,1977,Just A Gentleman,Brittany G. Wyatt,Stephanie Free,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,8,2049,Top Secret Hk,Helen Goddard,Helen Goddard,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,9,2066,Red Admiral,Elizabeth C. de Golian,Elizabeth C. de Golian,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,10,2120,Freeman,Caroline Willard Briles,Caroline Willard Briles,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,11,2387,Winterfells Castle Black,Sierra Montgomery,Lisa Hasenbeck,NOT A POSTED ORDER
14906,2026-06-10,676,INDOOR 2,3895,29264,270) USHJA Hunter 2'9,12,2522,Remix De Ganad,Alexandra Hird,August Torsilieri,NOT A POSTED ORDER
