class_key,show_no,class_no,class_number,class_name,entry_count
14906|33443,14906,33443,120,"$400 Junior Hunter 3'3"" 15 & U",2
14906|33444,14906,33444,121,"$400 Junior Hunter 3'3"" 15 & U (1st rnd Classic)",2
14906|33445,14906,33445,122,"$400 Junior Hunter 3'3"" 15 & U",2
14906|33446,14906,33446,123,"$400 Junior Hunter 3'3"" 15 & U- Handy",2
14906|33447,14906,33447,124,"$200 Junior Hunter 3'3"" 15 & U U/S",2
14906|33448,14906,33448,125,"$400 Junior Hunter 3'3"" 16-17",2
14906|33449,14906,33449,126,"$400 Junior Hunter 3'3"" 16-17 (1st rnd Classic)",2
14906|33450,14906,33450,127,"$400 Junior Hunter 3'3"" 16-17",2
14906|33451,14906,33451,128,"$400 Junior Hunter 3'3"" 16-17 - Handy",2
14906|33452,14906,33452,129,"$200 Junior Hunter 3'3"" 16-17 U/S",2
14906|29380,14906,29380,150,"$250 Green Pony Conf Hunter- Small 2'3""",0
14906|29381,14906,29381,151,"$250 Green Pony Hunter Sm 2'3"" (1st rnd Classic)",0
14906|28945,14906,28945,152,"$250 Green Pony Hunter Sm 2'3""",0
14906|28946,14906,28946,153,"$250 Green Pony Hunter Sm 2'3""",0
14906|28947,14906,28947,154,"$100 Green Pony Hunter Sm 2'3"" U/S",0
14906|28948,14906,28948,156,"$250 Green Pony Conf Hunter- Med 2'6""",2
14906|28949,14906,28949,157,"$250 Green Pony Hunter Med 2'6"" (1st rnd Classic)",2
14906|28951,14906,28951,158,"$250 Green Pony Hunter Med 2'6""",2
14906|28952,14906,28952,159,"$250 Green Pony Hunter Med 2'6""",2
14906|28953,14906,28953,160,"$100 Green Pony Hunter Med 2'6"" U/S",2
14906|28954,14906,28954,162,"$250 Green Pony Conf Hunter- Lg 2'9""",1
14906|28955,14906,28955,163,"$250 Green Pony Hunter Lg 2'9"" (1st rnd Classic)",1
14906|28956,14906,28956,164,"$250 Green Pony Hunter Lg 2'9""",1
14906|28957,14906,28957,165,"$250 Green Pony Hunter Lg 2'9""",1
14906|28958,14906,28958,166,"$100 Green Pony Hunter Lg 2'9"" U/S",1
14906|28959,14906,28959,170,"$375 Pony Conf Hunter- Sm 2'3""",4
14906|28960,14906,28960,171,"$375 Pony Hunter Sm 2'3"" (1st rnd Classic)",4
14906|28961,14906,28961,172,"$375 Pony Hunter Sm 2'3""",4
14906|28962,14906,28962,173,"$375 Pony Hunter Sm 2'3""-Handy",4
14906|28963,14906,28963,174,"$150 Pony Hunter Sm 2'3"" U/S",4
14906|28965,14906,28965,176,"$375 Pony Conf Hunter- Med 2'6""",4
14906|28966,14906,28966,177,"$375 Pony Hunter Med 2'6"" (1st rnd Classic)",4
14906|28967,14906,28967,178,"$375 Pony Hunter Med 2'6""",4
14906|28968,14906,28968,179,"$375 Pony Hunter Med 2'6""-Handy",4
14906|28969,14906,28969,180,"$150 Pony Hunter Med 2'6"" U/S",4
14906|28970,14906,28970,182,"$375 Pony Conf Hunter- Lg 2'9""",3
14906|28971,14906,28971,183,"$375 Pony Hunter Lg 2'9"" (1st rnd Classic)",3
14906|28972,14906,28972,184,"$375 Pony Hunter Lg 2'9""",3
14906|28973,14906,28973,185,"$375 Pony Hunter Lg 2'9""-Handy",3
14906|28974,14906,28974,186,"$150 Pony Hunter Lg 2'9"" U/S",3
14906|28984,14906,28984,200,$300 Child Hunter 14/U 3',6
14906|28985,14906,28985,201,$300 Child Hunter 14/U (1st rnd Classic) 3',6
14906|28986,14906,28986,202,$300 Child Hunter 14/U 3',6
14906|28987,14906,28987,203,$300 Child Hunter 14/U 3',6
14906|28988,14906,28988,204,$200 Child Hunter 14/U U/S 3',6
14906|28989,14906,28989,205,$300 Child Hunter 15-17 3',3
14906|28990,14906,28990,206,$300 Child Hunter 15-17 (1st rnd Classic) 3',3
14906|28991,14906,28991,207,$300 Child Hunter 15-17 3',3
14906|28992,14906,28992,208,$300 Child Hunter 15-17 3',3
14906|28993,14906,28993,209,$200 Child Hunter 15-17 U/S 3',2
14906|28975,14906,28975,210,$100 Child Pony Hunter Sm/Med 2',7
14906|28976,14906,28976,211,$100 Child Pony Hunter Sm/Med 2' (1st rnd Classic),7
14906|28977,14906,28977,212,$100 Child Pony Hunter Sm/Med 2',7
14906|28978,14906,28978,213,$100 Child Pony Hunter Sm/Med 2',6
14906|28980,14906,28980,214,$50 Child Pony Hunter Sm/Med 2' U/S,7
14906|28981,14906,28981,215,"$100 Child Pony Hunter Lg 2'6""",0
14906|28982,14906,28982,216,"$100 Child Pony Hunter Lg 2'6"" (1st rnd Classic)",0
14906|29501,14906,29501,217,"$100 Child Pony Hunter Lg 2'6""",0
14906|29502,14906,29502,218,"$100 Child Pony Hunter Lg 2'6""",0
14906|28983,14906,28983,219,"$50 Child Pony Hunter Lg 2'6"" U/S",0
14906|28994,14906,28994,220,$300 Adult Hunter 18-35 3',9
14906|28995,14906,28995,221,$300 Adult Hunter 18-35 (1st rnd Classic) 3',9
14906|28996,14906,28996,222,$300 Adult Hunter 18-35 3',9
14906|28998,14906,28998,223,$300 Adult Hunter 18-35 3',9
14906|28999,14906,28999,224,$200 Adult Hunter 18-35 U/S 3',9
14906|29000,14906,29000,225,$300 Adult Hunter 36-54 3',3
14906|29001,14906,29001,226,$300 Adult Hunter 36-54(1st rnd Classic) 3',2
14906|29002,14906,29002,227,$300 Adult Hunter 36-54 3',2
14906|29003,14906,29003,228,$300 Adult Hunter 36-54 3',2
14906|29004,14906,29004,229,$200 Adult Hunter 36-54 U/S 3',2
14906|29005,14906,29005,230,$300 Adult Hunter 55+ 3',4
14906|29006,14906,29006,231,$300 Adult Hunter 55+ (1st rnd Classic) 3',4
14906|29007,14906,29007,232,$300 Adult Hunter 55+ 3',4
14906|29008,14906,29008,233,$300 Adult Hunter 55+ 3',4
14906|29009,14906,29009,234,$200 Adult Hunter 55+ U/S 3',4
14906|29010,14906,29010,235,Thoroughbred Hunter 3',0
14906|29011,14906,29011,236,Thoroughbred Hunter 3',0
14906|29012,14906,29012,237,Thoroughbred Hunter 3',0
14906|29013,14906,29013,238,Thoroughbred Hunter 3',0
14906|29014,14906,29014,239,Thoroughbred Hunter U/S,0
14906|29071,14906,29071,245,"USHJA Hunter 3'3""",15
14906|29072,14906,29072,246,"USHJA Hunter 3'3""",16
14906|29074,14906,29074,247,"USHJA Hunter 3'3""",13
14906|29075,14906,29075,248,"USHJA Hunter 3'3""",12
14906|29076,14906,29076,249,"USHJA Hunter 3'3"" U/S",2
14906|29041,14906,29041,250,Future Hunter 2',5
14906|29042,14906,29042,251,Future Hunter 2',4
14906|29043,14906,29043,252,Future Hunter 2',7
14906|29044,14906,29044,253,Future Hunter 2',7
14906|29045,14906,29045,254,Future Hunter 2' U/S,7
